shared-library,"/usr/local/bin/node",0x00002550,0x0020c7b6
shared-library,"/usr/lib/libssl.0.9.7.dylib",0x90b7d8c0,0x90b9df42
shared-library,"/usr/lib/libcrypto.0.9.7.dylib",0x9640e600,0x964a8c92
shared-library,"/usr/lib/libSystem.B.dylib",0x9728e0a0,0x973c26d0
shared-library,"/usr/lib/libstdc++.6.dylib",0x951b0fb4,0x951f8005
shared-library,"/usr/lib/libgcc_s.1.dylib",0x901b5780,0x901bc71e
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x976062b0,0x976071e7
profiler,"begin",1
tick,0x972e5c17,0xbfffed30,0x0,4
tick,0xbc48c,0xbfffe79c,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73af0d,0xbfffe7e8,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdb50,0xbfffe73c,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a1f8,0xbfffe7c0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769744,0xbfffea84,0x71b258,0,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769bc2,0xbfffe7a8,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0d48,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x583219,0xbfffe97c,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x712c8,0xbfffe780,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7678f8,0xbfffe7a8,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769a02,0xbfffe810,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ae28,0xbfffe8b4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a222,0xbfffe7bc,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x58318f,0xbfffe804,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc4ad,0xbfffe6a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598251,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd2c,0xbfffe810,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x17df3c,0xbfffe690,0x5821a0,0,0x58e198,0x73a70e,0x73a3ce,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7695a5,0xbfffe860,0x0,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ad0c,0xbfffe7f4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598220,0xbfffe764,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5821ec,0xbfffe7c0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x17e3c0,0xbfffe6b0,0x0,0,0x58e198,0x73a70e,0x73a3ce,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x768275,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff08a0,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a120,0xbfffe7b4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x643bd6,0xbfffe7b0,0x55aca4,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a124,0xbfffe7d0,0x0,0
tick,0x7678e0,0xbfffe80c,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x59849c,0xbfffe7d0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0a3c,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71490,0xbfffe890,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76974b,0xbfffe754,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe517,0xbfffe740,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f082,0xbfffe8a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x768275,0xbfffe828,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc4ad,0xbfffe710,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x712b0,0xbfffe7bc,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f116,0xbfffe790,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71490,0xbfffe850,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x59e492,0xbfffe864,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdc86,0xbfffe760,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff08b1,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0a37,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5821f1,0xbfffe850,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f077,0xbfffe700,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a29f,0xbfffe834,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f09a,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7690b8,0xbfffe828,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe3db,0xbfffe760,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,LoadIC,0x76a3a0,73,"Date"
code-creation,CallIC,0x76a400,112,"getTime"
code-creation,Stub,0x76a480,186,"GenericBinaryOpStub_SUB_Alloc_RegArgs_UnknownType_HeapNumbers"
code-creation,CallIC,0x76a540,89,"InstantiateFunction"
code-creation,LoadIC,0x76a5a0,61,"kApiFunctionCache"
code-creation,CallIC,0x76a5e0,89,"ConfigureTemplateInstance"
code-creation,StoreIC,0x76a640,125,"id"
code-creation,StoreIC,0x76a6e0,125,"exports"
code-creation,StoreIC,0x76a780,125,"parent"
code-creation,StoreIC,0x76a820,125,"moduleCache"
code-creation,StoreIC,0x76a8c0,125,"filename"
code-creation,StoreIC,0x76a960,125,"loaded"
code-creation,StoreIC,0x76aa00,125,"exited"
code-creation,StoreIC,0x76aaa0,125,"children"
code-creation,StoreIC,0x76ab40,88,"paths"
code-creation,StoreIC,0x76aba0,128,"async"
code-creation,StoreIC,0x76ac40,128,"main"
code-creation,StoreIC,0x76ace0,88,"registerExtension"
tick,0x17d40c,0xbfffdeb0,0x0,2,0x64035f,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Script,0x76ad40,99,"net"
tick,0x1e5651,0xbfffce90,0x32b72f,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1e4ec2,0xbfffde50,0x32b72f,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x76ade0,387,"FastNewContextStub"
code-creation,Function,0x76af80,546,"debug net:11"
code-creation,Function,0x76b200,869,"closeFD net:228"
code-creation,Function,0x76b620,177,"allocNewPool net:247"
code-creation,Function,0x76b720,155,"allocNewSecurePool net:253"
code-creation,Function,0x76b800,207,"allocEmptyBuffer net:258"
code-creation,Function,0x76b920,471,"_doFlush net:264"
tick,0xf1d74,0xbfffd100,0x0,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x76bb80,196," net:309"
code-creation,Stub,0x76bca0,197,"GenericBinaryOpStub_SUB_OverwriteLeft_NoSmiInStub_RegArgs_UnknownType_Default"
code-creation,Function,0x74c100,7125,"self._readWatcher.callback net:276"
code-creation,Function,0x76bd80,479,"initStream net:274"
code-creation,Function,0x76c100,273,"Stream net:394"
code-creation,Function,0x76c280,1095,"_writeWatcher.callback net:738"
code-creation,Function,0x76c7a0,811,"doConnect net:718"
code-creation,Function,0x76cba0,192,"isPort net:758"
code-creation,Function,0x76cca0,2027,"Server.self.watcher.callback net:940"
code-creation,Function,0x76d600,396,"Server net:930"
code-creation,Stub,0x76d820,193,"CallFunction"
code-creation,Function,0x76d900,146,"peek net:75"
code-creation,Function,0x76d9e0,116,"shift net:82"
code-creation,Function,0x76daa0,158,"remove net:90"
code-creation,Function,0x76dba0,198,"append net:97"
tick,0xd26c3,0xbfffcd08,0x17,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x76dce0,333,"GenericBinaryOpStub_SUB_OverwriteRight_RegArgs_UnknownType_Default"
code-creation,Stub,0x76de40,52,"GenericBinaryOpStub_MOD_Alloc_NoSmiInStub_StackArgs_UnknownType_Default"
code-creation,Function,0x76e100,399,"normalize net:106"
code-creation,Function,0x76e2e0,1014,"list.callback net:133"
code-creation,Function,0x76e7a0,933,"insert net:116"
code-creation,Function,0x76ec20,568,"unenroll.unenroll net:168"
code-creation,Function,0x76eee0,227,"enroll net:185"
code-creation,Function,0x76f020,519,"active net:197"
code-creation,Function,0x76f2e0,588,"timeout net:68"
code-creation,Function,0x76f5e0,88,"ioWatchers.FreeList.iowatcher net:217"
code-creation,Function,0x76f680,890,"Stream.setSecure net:407"
code-creation,Function,0x76fae0,255,"Stream.verifyPeer net:433"
code-creation,Function,0x76fc40,200,"Stream._checkForSecureHandshake net:441"
code-creation,Function,0x76fd60,227,"Stream.getPeerCertificate net:448"
code-creation,Function,0x76fea0,227,"Stream.getCipher net:456"
code-creation,Function,0x770100,218,"Stream.open net:464"
code-creation,Function,0x770240,124,"createConnection net:476"
code-creation,Function,0x770320,1107,"get net:484"
code-creation,Function,0x770820,763,"Stream.write net:507"
code-creation,Function,0x770c00,761,"Stream._shutdownSecure net:532"
code-creation,Stub,0x770fa0,159,"FastNewContextStub"
tick,0xffff08bc,0xbfffd350,0x80c9ff,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x772100,5062,"Stream._writeOut net:550"
code-creation,Function,0x7737c0,1272,"Stream.flush net:674"
code-creation,Function,0x773da0,124,"Stream.send net:692"
code-creation,Function,0x773e60,271,"Stream._writeQueueLast net:697"
code-creation,Function,0x774100,99,"_decoder.onString net:709"
code-creation,Function,0x7741a0,449,"Stream.setEncoding net:703"
code-creation,Function,0x774400,449," net:778"
code-creation,Function,0x774640,913,"Stream.connect net:765"
code-creation,Function,0x774aa0,107,"Stream.address net:796"
code-creation,Function,0x774b40,207,"Stream.setNoDelay net:801"
code-creation,Stub,0x774c60,186,"GenericBinaryOpStub_DIV_Alloc_NoSmiInStub_RegArgs_UnknownType_Default"
code-creation,Function,0x774d20,437,"Stream.setKeepAlive net:807"
code-creation,Function,0x774f40,288,"Stream.setTimeout net:814"
code-creation,Function,0x7750c0,98,"Stream.pause net:822"
code-creation,Function,0x775160,235,"Stream.resume net:827"
code-creation,Function,0x7752c0,256,"Stream.forceClose net:836"
code-creation,Function,0x775420,311," net:877"
code-creation,Function,0x7755c0,879,"Stream.destroy net:845"
code-creation,Function,0x775a20,843,"Stream._shutdown net:885"
code-creation,Function,0x775e20,248,"Stream.close net:911"
code-creation,Function,0x730600,359,"Stream.end net:919"
code-creation,Function,0x72d020,95,"createServer net:978"
code-creation,Function,0x729ec0,244," net:1014"
code-creation,Function,0x759d60,535," net:1002"
code-creation,Function,0x645f60,90," net:1031"
tick,0x12e50d,0xbfffd1c0,0x0,2,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x765780,485," net:1037"
code-creation,Function,0x75fac0,1054,"Server.listen net:991"
code-creation,Function,0x64d460,225,"Server._doListen net:1050"
code-creation,Function,0x741f40,107,"Server.address net:1059"
code-creation,Function,0x762100,95," net:1074"
code-creation,Function,0x7607e0,512,"Server.close net:1064"
code-creation,LazyCompile,0x3194100,9434," net:1"
function-creation,0x30f4694,0x3194100
code-creation,KeyedLoadIC,0x775f80,77,"fs"
code-creation,LoadIC,0x7621a0,62,"exports"
code-creation,LoadIC,0x773fc0,62,"moduleCache"
code-creation,LoadIC,0x72cf40,62,"id"
code-creation,CallIC,0x757f20,148,"_compile"
code-creation,CallIC,0x737f20,127,"replace"
code-creation,CallIC,0x72df20,130,"extname"
code-creation,CallIC,0x72ca40,127,"lastIndexOf"
code-creation,LoadIC,0x7659e0,73,"process"
code-creation,Script,0x655f20,99,"utf8decoder"
code-creation,CallIC,0x647f20,130,"dirname"
code-creation,CallIC,0x731f80,94,"apply"
code-creation,Function,0x765f00,154,"Utf8Decoder.exports.Utf8Decoder utf8decoder:3"
code-creation,Function,0x75d440,2521,"Utf8Decoder.write utf8decoder:9"
code-creation,LazyCompile,0x59b960,321," utf8decoder:1"
function-creation,0x30f5bc8,0x59b960
code-creation,KeyedLoadIC,0x7611c0,77,"buffer"
code-creation,StoreIC,0x72ec60,118,"loaded"
code-creation,LoadIC,0x647fc0,62,"moduleCache"
code-creation,LoadIC,0x655fc0,62,"replaceString"
code-creation,LoadIC,0x72cae0,62,"subject"
tick,0x1e1c0e,0xbfffcd60,0x32b747,2,0x64035f,0x59fc90,0x59385b,0x58bfb5,0x31947d8,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Script,0x599f20,99,"dns"
code-creation,Function,0x7626c0,616,"updateTimer dns:23"
code-creation,Function,0x65fa60,1197,"timer.callback dns:10"
code-creation,Function,0x761dc0,399,"watcher.callback dns:52"
code-creation,Function,0x6441a0,1164,"channel.dns.Channel.SOCK_STATE_CB dns:40"
code-creation,Function,0x64a4e0,709,"exports.resolve dns:76"
code-creation,Function,0x72bf00,118,"exports.getHostByName dns:96"
code-creation,Function,0x649f00,114," dns:104"
code-creation,Function,0x730100,350," dns:112"
code-creation,Function,0x75e100,382," dns:108"
code-creation,Function,0x651cc0,458,"exports.lookup dns:101"
code-creation,Function,0x651f20,118,"exports.resolve4 dns:125"
code-creation,Function,0x75e2e0,118,"exports.resolve6 dns:126"
code-creation,Function,0x649d60,118,"exports.resolveMx dns:127"
code-creation,Function,0x72f0a0,118,"exports.resolveTxt dns:128"
code-creation,Function,0x726640,118,"exports.resolveSrv dns:129"
code-creation,Function,0x739ea0,118,"exports.reverse dns:130"
code-creation,Function,0x726100,118,"exports.resolveNs dns:131"
code-creation,LazyCompile,0x771060,2475," dns:1"
function-creation,0x30f5d74,0x771060
tick,0x26b60,0xbfffe3bc,0x805313,3,0x4930,0x7710f9,0x64055a,0x59fc90,0x59385b,0x58bfb5,0x31947d8,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x726700,89,"Instantiate"
code-creation,StoreIC,0x653f80,118,"SOCK_STATE_CB"
tick,0x9728ec6e,0xbfffe23c,0xa08d4517,3,0x15000,0x7712ea,0x64055a,0x59fc90,0x59385b,0x58bfb5,0x31947d8,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,StoreIC,0x64ff80,118,"A"
code-creation,StoreIC,0x64e400,118,"AAAA"
code-creation,StoreIC,0x6436e0,118,"MX"
code-creation,StoreIC,0x59ff80,118,"TXT"
code-creation,StoreIC,0x59bf80,118,"SRV"
code-creation,StoreIC,0x585f80,118,"PTR"
code-creation,StoreIC,0x583f80,118,"NS"
code-creation,Script,0x7261c0,99,"freelist"
code-creation,LazyCompile,0x64a100,371," freelist:1"
function-creation,0x30f795c,0x64a100
tick,0x96426473,0xbfffe3c0,0xffffffff,3,0x4930,0x319538c,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,CallIC,0x739f60,112,"Instantiate"
tick,0x20fff,0xbfffe480,0x805313,3,0x4930,0x319538c,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,LazyCompile,0x64a320,158,"exports.FreeList freelist:2"
code-creation,StoreIC,0x72f160,88,"super_"
code-creation,StoreIC,0x64dea0,118,"get"
code-creation,LazyCompile,0x771c60,372,"defineProperty native v8natives.js:675"
function-creation,0x55b360,0x771c60
code-creation,LazyCompile,0x659700,1941,"ToPropertyDescriptor native v8natives.js:331"
function-creation,0x55fdc8,0x659700
code-creation,LazyCompile,0x72aea0,313,"PropertyDescriptor native v8natives.js:376"
code-creation,LazyCompile,0x64df20,108,"PropertyDescriptor.setGet native v8natives.js:453"
function-creation,0x55ea1c,0x64df20
code-creation,StoreIC,0x76de80,118,"get_"
code-creation,StoreIC,0x76df00,118,"hasGetter_"
code-creation,LazyCompile,0x649b40,191,"IsInconsistentDescriptor native v8natives.js:309"
function-creation,0x560288,0x649b40
code-creation,LazyCompile,0x771e60,312,"IsAccessorDescriptor native v8natives.js:290"
function-creation,0x55de4c,0x771e60
code-creation,LazyCompile,0x72fe60,312,"IsDataDescriptor native v8natives.js:297"
function-creation,0x55e434,0x72fe60
tick,0x12e614,0xbfffd960,0x0,2,0x771dbb,0x319595c,0x64055a,0x59fc90,0x59fee2,0x59e6fd,0x7272d8,0x72e52f,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x733c20,177,"GenericBinaryOpStub_BIT_OR_Alloc_NoSmiInStub_StackArgs_SmiType_Default"
code-creation,LazyCompile,0x313c100,4320,"DefineOwnProperty native v8natives.js:530"
function-creation,0x55fb68,0x313c100
code-creation,LazyCompile,0x313d440,1124,"GetOwnProperty native v8natives.js:487"
function-creation,0x55ab0c,0x313d440
code-creation,StoreIC,0x313d980,125,"value_"
code-creation,StoreIC,0x313da20,125,"hasValue_"
code-creation,StoreIC,0x313dac0,125,"writable_"
code-creation,StoreIC,0x313db60,125,"hasWritable_"
code-creation,StoreIC,0x313dc00,125,"enumerable_"
code-creation,StoreIC,0x313dca0,125,"hasEnumerable_"
code-creation,StoreIC,0x313dd40,125,"configurable_"
code-creation,StoreIC,0x313dde0,125,"hasConfigurable_"
code-creation,StoreIC,0x313de80,125,"get_"
code-creation,StoreIC,0x313df20,125,"hasGetter_"
code-creation,StoreIC,0x313e100,125,"set_"
code-creation,StoreIC,0x313e1a0,125,"hasSetter_"
